gen,best,mean,std,best_ever,total_evals,time
72,-81.26221055975103,-136.73267571535004,22.46556824428527,-39.76153915509984,25550,392.8978502750397
73,-100.28962536614206,-139.21028253726817,25.092254821409934,-39.76153915509984,25900,398.0925261974335
74,-105.34082433582746,-136.29305832678952,17.759150993611833,-39.76153915509984,26250,403.19573521614075
75,-104.66196840962476,-135.18401827287306,20.565732296533234,-39.76153915509984,26600,408.33402943611145
76,-98.01604782586949,-138.139504582247,16.49235175692433,-39.76153915509984,26950,413.4802043437958
77,-90.58373297165652,-139.09678518211595,31.80168451698919,-39.76153915509984,27300,418.8293488025665
78,-81.94905103072423,-136.42505111340088,23.000953134375365,-39.76153915509984,27650,424.04469108581543
79,-105.62232604308765,-139.57694780557622,21.046048959918718,-39.76153915509984,28000,429.294664144516
80,-97.38577856543398,-138.08243424623868,18.354996130774218,-39.76153915509984,28350,434.88787817955017
81,-109.53572257695,-138.25217027161898,20.111851944720645,-39.76153915509984,28700,440.36392855644226
82,-84.37746222441203,-145.04840354439452,47.74210276641226,-39.76153915509984,29050,445.66305470466614
83,-102.44518087740092,-142.41059403226072,30.936000609314526,-39.76153915509984,29400,451.06045746803284
84,-97.56391812628816,-140.83448714822168,19.56471895709688,-39.76153915509984,29750,456.54161953926086
85,-102.77405539812862,-139.09695407105855,27.038200873102355,-39.76153915509984,30100,461.90017676353455
86,-103.13364566065206,-136.20590816389202,15.656244914999526,-39.76153915509984,30450,467.04731607437134
87,-93.25516114776472,-136.70599593256773,18.502204808571737,-39.76153915509984,30800,472.37275767326355
88,-104.24101218913526,-136.94278575489895,16.075901162067165,-39.76153915509984,31150,477.49439883232117
89,-100.82933907384897,-137.93155732002595,23.003266064947983,-39.76153915509984,31500,482.74309396743774
90,-95.86857745532636,-136.17605607327033,19.424725165866555,-39.76153915509984,31850,487.93585872650146
91,-92.99850868495454,-137.84266704664523,27.558929536582202,-39.76153915509984,32200,493.2482898235321
92,-98.45827984836842,-133.34352434267896,17.1546152473186,-39.76153915509984,32550,498.4944734573364
93,-107.54896575867564,-134.28249252746627,16.671823051610716,-39.76153915509984,32900,503.68545508384705
94,-110.24947733924758,-139.76581602980025,17.244229619044294,-39.76153915509984,33250,508.93055486679077
95,-100.31143630419842,-136.41954270800298,19.88082156421095,-39.76153915509984,33600,514.2307510375977
96,-98.36003112114125,-135.9734972236359,15.144231717361878,-39.76153915509984,33950,519.4705250263214
97,-102.73260857218061,-130.28729904437475,18.174158034492716,-39.76153915509984,34300,524.6708912849426
98,-111.37932365126629,-140.2724690366851,22.18260419854592,-39.76153915509984,34650,529.9788529872894
99,-95.9817861513249,-133.34223430519734,17.222060276449568,-39.76153915509984,35000,535.073812007904
