generation,best_fitness,best_ever,mean_fitness,std_fitness,total_evals,time,sigma
20,-50.54135738757859,-23.034872813259362,-136.13834447032673,69.10996225133778,3570,87.67957735061646,0.021
21,-46.80288091624808,-23.034872813259362,-149.71056146559116,149.63435460330084,3740,92.13176918029785,0.0215
22,-13.09494957841054,-13.09494957841054,-231.9954409196685,242.6549082259609,3910,96.96331930160522,0.02
23,-59.93509490497537,-13.09494957841054,-139.248039872751,127.08579748193371,4080,101.56308722496033,0.020499999999999997
24,-26.877193543141424,-13.09494957841054,-157.81639965829874,139.60029794721893,4250,106.09135746955872,0.021
25,-29.752202721923787,-13.09494957841054,-144.20087423245369,131.8154733773111,4420,110.88421392440796,0.0215
26,-38.83712153878722,-13.09494957841054,-145.00849119960617,109.46782539652513,4590,115.51327967643738,0.022000000000000002
27,-38.98498915460626,-13.09494957841054,-148.85039236233834,123.70175491312457,4760,119.92344164848328,0.0225
28,-25.977385776730294,-13.09494957841054,-144.539436929478,121.68683431591006,4930,124.29716229438782,0.023
29,-46.09405940845396,-13.09494957841054,-132.70387654332183,100.48154942467457,5100,128.91213059425354,0.0235
30,-54.0279449367903,-13.09494957841054,-126.80524735822812,79.5586220707946,5270,133.3835849761963,0.024
31,-44.37607807284197,-13.09494957841054,-107.4852933835068,50.621986977267746,5440,137.9033534526825,0.0245
32,-58.617871454309096,-13.09494957841054,-202.07874803284574,245.0786221707381,5610,142.89610123634338,0.025
33,-44.03306417750565,-13.09494957841054,-173.10742939375896,237.57113955842658,5780,147.61005663871765,0.0255
34,-48.57906742636602,-13.09494957841054,-145.33750617629147,130.30965392865318,5950,152.43159651756287,0.026000000000000002
35,-43.61400815156071,-13.09494957841054,-126.32706940452705,91.0815023035143,6120,157.1208038330078,0.0265
36,-30.576920623970903,-13.09494957841054,-131.06760059656068,121.25221476823693,6290,161.62277913093567,0.027000000000000003
37,-42.92247777381231,-13.09494957841054,-120.36456504862657,52.354061491523545,6460,166.2285451889038,0.0275
38,-46.94847020501839,-13.09494957841054,-143.73280458870732,99.35045832658884,6630,171.4643201828003,0.027999999999999997
39,-41.75918614830731,-13.09494957841054,-136.47574120140587,102.46426097386524,6800,176.7055308818817,0.0285
40,-41.450093934870594,-13.09494957841054,-167.13701807358808,128.15623808258837,6970,182.0919427871704,0.028999999999999998
41,-27.30175748936321,-13.09494957841054,-122.8788424502375,83.55559767676061,7140,186.99502539634705,0.029500000000000002
42,-24.54666676263602,-13.09494957841054,-124.27408277443519,80.15558306485572,7310,191.7452163696289,0.03
43,-16.31203279959583,-13.09494957841054,-136.63030237755765,97.34366059435669,7480,196.4800946712494,0.0305
44,-6.2192400564167,-6.2192400564167,-171.6141792417549,158.21540993300238,7650,201.230562210083,0.02
45,-37.482049154008564,-6.2192400564167,-117.28508041000941,110.20588703634671,7820,205.89122366905212,0.020499999999999997
46,-9.010648628513195,-6.2192400564167,-113.40633067525165,61.83360516680473,7990,211.01528549194336,0.021
47,18.761550193230892,18.761550193230892,-104.37842491658581,62.48535689125983,8160,215.97191166877747,0.02
48,-29.889753435028535,18.761550193230892,-86.93976302020305,31.27822143806199,8330,220.55944347381592,0.020499999999999997
49,-34.28121712741484,18.761550193230892,-101.25684187460558,67.52326732034054,8500,225.73837733268738,0.021
50,-21.126324788915763,18.761550193230892,-108.6167332464498,65.29597706318305,8670,231.3491928577423,0.0215
51,32.82156709664072,32.82156709664072,-99.35370088126756,67.52243007616862,8840,236.47793245315552,0.02
52,2.9044611213293243,32.82156709664072,-78.65002549747452,55.57211934556972,9010,241.66904139518738,0.020499999999999997
53,-29.582572963539846,32.82156709664072,-102.78576129331604,80.17622565698481,9180,246.7584626674652,0.021
54,-21.925144119365083,32.82156709664072,-107.59494271060692,78.37580189799732,9350,251.88561415672302,0.0215
55,-39.17952488356162,32.82156709664072,-93.00698576749022,37.06549492881286,9520,257.0048429965973,0.022000000000000002
56,13.447418969408284,32.82156709664072,-89.07648677661224,45.98976695028128,9690,261.6654965877533,0.0225
57,-6.264285425966992,32.82156709664072,-113.44752567573501,89.4834585383918,9860,266.24488139152527,0.023
58,-23.576371289699505,32.82156709664072,-83.33043741767588,50.84349594844527,10030,271.40512108802795,0.0235
59,-8.64366282630714,32.82156709664072,-91.50932644737851,48.21271790029971,10200,275.9669098854065,0.024
60,36.33405413234829,36.33405413234829,-90.82439886658655,76.21084339767322,10370,281.1387357711792,0.02
61,-16.16375914900718,36.33405413234829,-101.63195264337124,55.34151929810519,10540,285.89251351356506,0.020499999999999997
62,-40.05522674145998,36.33405413234829,-114.50321252809032,92.48501231424699,10710,290.96826457977295,0.021
63,-31.556926718455472,36.33405413234829,-112.15662810159586,81.24771091657115,10880,296.0683386325836,0.0215
64,-12.670576859026355,36.33405413234829,-125.05404248144278,133.31728101412224,11050,300.93971133232117,0.022000000000000002
65,22.586753363323606,36.33405413234829,-83.97054419310528,48.21107101269334,11220,305.6625244617462,0.0225
66,-15.258099515835815,36.33405413234829,-107.86995772581582,75.77345805163299,11390,310.8805978298187,0.023
67,-17.360588783122143,36.33405413234829,-78.7794782482324,49.92356250739218,11560,315.58980655670166,0.0235
68,11.484626553833104,36.33405413234829,-96.29572005917747,58.78333313453053,11730,320.4440896511078,0.024
69,-13.279454224966873,36.33405413234829,-101.7317800110814,68.43699586868088,11900,325.2597231864929,0.0245
70,3.191150410601684,36.33405413234829,-108.37683445955305,72.51872692471628,12070,330.65459275245667,0.025
71,-17.522005187425833,36.33405413234829,-136.76586224374324,96.37433965865931,12240,336.53037762641907,0.0255
72,-19.03515589776465,36.33405413234829,-120.99978459847969,81.37877144669716,12410,342.2151675224304,0.026000000000000002
73,57.81149119151301,57.81149119151301,-123.97925409338123,84.1062534363976,12580,347.58665442466736,0.02
74,-25.307302634437878,57.81149119151301,-102.37462579734492,64.3670982236213,12750,352.52664160728455,0.020499999999999997
75,29.050487948217096,57.81149119151301,-73.3112313713001,46.121554983847375,12920,357.7700786590576,0.021
76,57.4247591171247,57.81149119151301,-96.7571613337822,77.06517011944084,13090,363.38058853149414,0.0215
77,-7.071534747470764,57.81149119151301,-101.98627171677953,58.33732018337323,13260,368.7537896633148,0.022000000000000002
78,-17.678467687715706,57.81149119151301,-92.6225195927681,55.83945194054683,13430,373.7981803417206,0.0225
79,26.418857886323973,57.81149119151301,-108.69901417025675,101.35065808642355,13600,378.7536699771881,0.023
