generation,best_fitness,best_ever,mean_fitness,std_fitness,total_evals,time,sigma
70,-28.384585721199862,42.56824215650981,-129.1628259969415,111.13863592238341,12070,328.4091782569885,0.032
71,-49.89904932739599,42.56824215650981,-127.0937475643849,56.44367905006043,12240,333.1089792251587,0.0325
72,-45.49895468424908,42.56824215650981,-133.6688870239319,82.19875121611327,12410,337.88865852355957,0.033
73,-38.60263804168279,42.56824215650981,-113.99409206784289,53.91470670222848,12580,342.5774955749512,0.0335
74,-36.587396644144654,42.56824215650981,-130.2547070496297,105.12624845752588,12750,347.3747773170471,0.034
75,-25.818074023065112,42.56824215650981,-117.52336600810345,88.91084735850386,12920,352.0722999572754,0.0345
76,-50.17226132102871,42.56824215650981,-112.58129384012345,45.371353181994614,13090,356.6284759044647,0.035
77,-24.850981201089816,42.56824215650981,-118.81266357072873,53.82998610725902,13260,361.5219268798828,0.0355
78,-22.24467781057578,42.56824215650981,-118.72346375047658,71.139331783489,13430,366.31779623031616,0.036000000000000004
79,-43.77562491843361,42.56824215650981,-118.2681190116126,54.600056349599164,13600,371.2706696987152,0.0365
